time[1],cone_state[10],contact_coordinates[3],position_control_point[3],velocity_control_point[3]
1.632458749301499844e+09,-7.783943806406234955e-02,2.314908305743760674e-03,-1.570831227208876024e+00,4.385322042254908292e-01,-8.723701742756816493e-03,4.377470315350022456e-02,-2.652454152672674426e-02,8.144730140619702019e-02,9.660150362838881843e-02,-1.673832577161600901e-02,4.775835230025338163e-04,-5.506087013816103430e-03,-4.440892098500626162e-16,6.374999999703984122e-01,-1.595466349274813352e-13,1.359004249397768982e+00,1.306095850348860110e-01,-1.234990597174740745e-01,-6.066806208284319935e-02
1.632458749309263706e+09,-7.765715292525665614e-02,2.204343560059674953e-03,-1.571638045923210658e+00,4.389318484789095920e-01,-8.063036493878203079e-03,4.293601139597118255e-02,-2.620364959938681695e-02,8.111007214921665820e-02,9.474026563854921756e-02,-1.749576221839403006e-02,4.780879527519488192e-04,-5.506346516986409916e-03,-4.440892098500626162e-16,6.380441048855050035e-01,-5.146009168651590306e-04,1.358751290734554473e+00,1.280372511746500630e-01,-1.229783421325841564e-01,-5.961776549277066073e-02
1.632458749320212364e+09,-7.747836100883997990e-02,2.095116003446103811e-03,-1.572440121291194481e+00,4.393239735778025623e-01,-7.409956452020529175e-03,4.121562310730111228e-02,-2.707433757840038008e-02,8.659006081186060300e-02,9.086994315309672443e-02,-2.200403101673840608e-02,4.785829213956316330e-04,-5.506603134122675311e-03,-4.440892098500626162e-16,6.385774934606669451e-01,-1.027032125710739333e-03,1.358502713002194717e+00,1.226985091362494396e-01,-1.311594450473879958e-01,-5.718874147044325507e-02
1.632458749331863880e+09,-7.730674666820935848e-02,1.982254860612433882e-03,-1.573294319915053974e+00,4.397000386952312767e-01,-6.728622673674132179e-03,3.667191642566421800e-02,-2.760133880430285999e-02,9.050115598698253716e-02,8.077856892237375575e-02,-2.549696149367561629e-02,4.790684419415103257e-04,-5.506868131559706538e-03,-4.440892098500626162e-16,6.390886307471506100e-01,-1.573555220555964036e-03,1.358264256436021666e+00,1.089153513892693742e-01,-1.369046536063946717e-01,-5.080418102867111096e-02
1.632458749339679241e+09,-7.715406605531605067e-02,1.867198471512706952e-03,-1.574184903856332474e+00,4.400342040752832640e-01,-6.029050499267974393e-03,3.882299805825535632e-02,-2.748233890562452181e-02,9.093189852757450897e-02,8.552326240290630821e-02,-2.667330816935581383e-02,4.795107129875741947e-04,-5.507140765528929088e-03,-2.220446049250313081e-16,6.395423395212653794e-01,-2.144017078185758880e-03,1.358052416451504651e+00,1.153090282162028690e-01,-1.376279287194363266e-01,-5.390624666134026521e-02
1.632458749349526882e+09,-7.699242841815390204e-02,1.752633508961651005e-03,-1.575078764610173376e+00,4.403883931607819879e-01,-5.331545938807379960e-03,4.223369045289014634e-02,-2.520182427716964255e-02,8.074937136100861224e-02,9.315939394955490005e-02,-2.095604745542139352e-02,4.799787942901256876e-04,-5.507410566568004227e-03,-2.220446049250313081e-16,6.400226826159570725e-01,-2.717494899290520943e-03,1.357827641127505869e+00,1.257059336951635853e-01,-1.224682455241184881e-01,-5.894550755008241827e-02
1.632458749357361317e+09,-7.681656439957207372e-02,1.647576997413258311e-03,-1.575872261921784423e+00,4.407748644906696600e-01,-4.701139650455932184e-03,4.250235512183164754e-02,-2.476119753488558936e-02,7.965347106137028732e-02,9.375472613217139539e-02,-2.111782049276431789e-02,4.804680094797064704e-04,-5.507657079861159356e-03,-8.881784197001252323e-16,6.405463566718080370e-01,-3.227802435948018238e-03,1.357581868402604419e+00,1.264774266430683247e-01,-1.208439065349831698e-01,-5.941713768982195831e-02
1.632458749365366697e+09,-7.663958010843707758e-02,1.544356368157608333e-03,-1.576653868924999813e+00,4.411640475790611915e-01,-4.082291668912788919e-03,4.084677332890999935e-02,-2.657909275252307371e-02,8.962513424105407467e-02,8.998750246985597057e-02,-2.843388726026310417e-02,4.809591868656926117e-04,-5.507899104548775147e-03,-6.661338147750939243e-16,6.410732458006411782e-01,-3.731341799491503814e-03,1.357334130845726961e+00,1.212351783550999207e-01,-1.357651129389796929e-01,-5.702469652086049334e-02
1.632458749375283003e+09,-7.646951367664378552e-02,1.433550560129577718e-03,-1.577531384059615682e+00,4.415375940572037750e-01,-3.407336959961088443e-03,4.144074178880358117e-02,-2.608944979535812378e-02,8.821954812971943838e-02,9.130867733722423940e-02,-2.835764459020690201e-02,4.814500911617947132e-04,-5.508158228539160664e-03,-6.661338147750939243e-16,6.415782769966594801e-01,-4.297060061174066796e-03,1.357096354853764453e+00,1.229873413933608023e-01,-1.336902967006899923e-01,-5.796749282947180615e-02
1.632458749386360884e+09,-7.629697115143840858e-02,1.324784748119839373e-03,-1.578393956856238622e+00,4.419169136956728750e-01,-2.745713911737364746e-03,-1.077327054870194992e-02,-2.623220522927348364e-02,9.273570697462521495e-02,-2.417196528374278286e-02,-3.243708252385706092e-02,4.819458293210954203e-04,-5.508412145526259303e-03,-4.440892098500626162e-16,6.420906095239946598e-01,-4.854133151901529608e-03,1.356854649932441870e+00,-3.379875395306602276e-02,-1.388252500553358582e-01,1.603737069524509978e-02
